Depth_Fraction,Conformer_Degradation,Transformer_Degradation,Difference_Conformer_minus_Transformer,Difference_CI_2.5,Difference_CI_97.5,Supports_Smaller_Conformer_Degradation
0.25,1.0336730172795745,0.8803721754541427,0.1533008418254318,0.11239299909780677,0.19553854358144251,False
0.5,1.7346034559149315,0.8803721754541427,0.8542312804607888,0.7130688279399733,1.0069948602634113,False
0.75,1.5919361984935754,0.8799291094373062,0.7120070890562692,0.6194040272762875,0.8133582947824184,False
