Analysis,Category,Metric,Conformer_Mean,Transformer_Mean,Difference_C_minus_T,CI_2.5,CI_97.5,Welch_t,Welch_p,N_Conformer,N_Transformer
Gold transcripts only,Phoneme,Peak,0.1307043650793651,0.38296568627450983,-0.25226132119514477,-0.40571129493464053,-0.10140493697479001,-3.096321451116037,0.0052827524755005555,7,17
Gold transcripts only,Phoneme,Center_of_Mass,0.3932460645643598,0.48318602439928027,-0.08993995983492048,-0.1609560561846917,-0.01958621865735323,-2.3442986115693514,0.03865537290420757,7,17
